IRICategoryId,IRIUPC,UPCName,Category,SubCategory,ParentCompany,Manufacturer,IRIUPC_SixDigit,IRIUPC_EightDigit,IRIUPC_NineDigit,IRIUPC_TenDigit,IRIUPC_TenDigitV2,IRIUPC_ElevenDigit,IRIUPC_ElevenDigitV2,LastUpdatedUserId,IsDeleted,LineageID,Modified,Created,IsPepsiCategory,BU,LineExtension,TradeMark,CustomUSFLNASaltySnacksSize,CustomUSCount,CustomUSSizePerUnitOz,IRIUPC_SrcEightDigit,IRIUPC_SrcNineDigit,IRIUPC_SrcTenDigit,ItemLaunchWeek,ItemLaunchYear,BrandLaunchWeek,BrandLaunchYear,CustomUSPackage,IRICategoryHead
7050,0012000012721,LIPTON LEMON PREPARED ICED TEA PLASTIC BOTTLE 1 CT 20 OZ ,TEA/COFFEE - READY-TO-DRINK,SHELF STABLE RTD TEA,PEPSICO INC,PCNA,000012,00001272,200001272,1200001272,0120000127,01200001272,00120000127,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,LIPTON ICED TEA,LIPTON,N/A,1 CT,20.0,12000012,120000127,1200001272,Wk - 07-14-13,2013,Before 2013,Before 2013,PLASTIC BOTTLE,
7051,0012000012731,LIPTON DIET LEMON PREPARED ICED TEA PLSTC BL WRP IN PLST 12 CT 16.9 OZ ,TEA/COFFEE - READY-TO-DRINK,SHELF STABLE RTD TEA,PEPSICO INC,PCNA,000012,00001273,200001273,1200001273,0120000127,01200001273,00120000127,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,LIPTON ICED TEA,LIPTON,N/A,12 CT,16.9,12000012,120000127,1200001273,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,LRB
7052,0012000012741,LIPTON LEMON PREPARED ICED TEA PLASTIC BOTTLE 1 CT 67.6 OZ ,TOTAL RTD TEA,SHELF STABLE RTD TEA,PEPSICO INC,PCNA,000012,00001274,200001274,1200001274,0120000127,01200001274,00120000127,UPDIRI,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,LIPTON ICED TEA,LIPTON,N/A,1 CT,67.60,12000012,120000127,1200001274,,,,,,
7053,0012000012751,LIPTON CITRUS GREEN TEA PREPARED TEA VITAMIN C ENRICHED PLASTIC BOTTLE 1 CT 20 OZ ,TEA/COFFEE - READY-TO-DRINK,SHELF STABLE RTD TEA,PEPSICO INC,PCNA,000012,00001275,200001275,1200001275,0120000127,01200001275,00120000127,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,LIPTON ICED TEA,LIPTON,N/A,1 CT,20.0,12000012,120000127,1200001275,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,LRB
7054,0012000012761,LIPTON GREEN TEA W/CITRUS PREPARED TEA VITAMIN C ENRICHED PLSTC BL WRP IN PLST 12 CT 16.9 OZ ,TEA/COFFEE - READY-TO-DRINK,SHELF STABLE RTD TEA,PEPSICO INC,PCNA,000012,00001276,200001276,1200001276,0120000127,01200001276,00120000127,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,LIPTON ICED TEA,LIPTON,N/A,12 CT,16.9,12000012,120000127,1200001276,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,LRB
7055,0012000012771,LIPTON GREEN TEA W/CITRUS PREPARED ICED TEA PLASTIC BOTTLE 1 CT 67.6 OZ ,TEA/COFFEE - READY-TO-DRINK,SHELF STABLE RTD TEA,PEPSICO INC,PCNA,000012,00001277,200001277,1200001277,0120000127,01200001277,00120000127,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,LIPTON ICED TEA,LIPTON,N/A,1 CT,67.6,12000012,120000127,1200001277,Wk - 04-27-14,2014,Before 2013,Before 2013,PLASTIC BOTTLE,
7056,0012000012781,LIPTON DIET GREEN TEA W/CITRUS PREPARED TEA VITAMIN C ENRICHED PLASTIC BOTTLE 1 CT 20 OZ ,TEA/COFFEE - READY-TO-DRINK,SHELF STABLE RTD TEA,PEPSICO INC,PCNA,000012,00001278,200001278,1200001278,0120000127,01200001278,00120000127,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,LIPTON ICED TEA,LIPTON,N/A,1 CT,20.0,12000012,120000127,1200001278,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,LRB
7057,0012000012791,LIPTON DIET GREEN TEA W/CITRUS PREPARED TEA VITAMIN C ENRICHED PLSTC BL WRP IN PLST 12 CT 16.9 OZ ,TEA/COFFEE - READY-TO-DRINK,SHELF STABLE RTD TEA,PEPSICO INC,PCNA,000012,00001279,200001279,1200001279,0120000127,01200001279,00120000127,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,LIPTON ICED TEA,LIPTON,N/A,12 CT,16.9,12000012,120000127,1200001279,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,LRB
7058,0012000012821,PEPSI HOLIDAY SPICE SODA SPICED COLA PLASTIC BOTTLE 1 CT 67.6 OZ ,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000012,00001282,200001282,1200001282,0120000128,01200001282,00120000128,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PEPSI HOLIDAY SPICE,PEPSI,N/A,1 CT,67.6,12000012,120000128,1200001282,NOT Qualified,NOT Qualified,NOT Qualified,NOT Qualified,PLASTIC BOTTLE,
7059,0012000012833,PEPSI HOLIDAY SPICE SODA COLA CAN IN BOX 12 CT 144 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000012,00001283,200001283,1200001283,0120000128,01200001283,00120000128,UPDIRI,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PEPSI HOLIDAY SPICE,PEPSI,N/A,12 CT,12.00,12000012,120000128,1200001283,,,,,,
7060,0012000012842,SIERRA MIST SODA LEMON LIME CAN IN FRIDGE PCK BX 8 CT 96 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000012,00001284,200001284,1200001284,0120000128,01200001284,00120000128,UPDIRI,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,SIERRA MIST BASE,SIERRA MIST,N/A,8 CT,12.00,12000012,120000128,1200001284,,,,,,
7061,0012000012872,PEPSI HOLIDAY SPICE SODA COLA CAN 6 CT 72 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000012,00001287,200001287,1200001287,0120000128,01200001287,00120000128,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PEPSI HOLIDAY SPICE,PEPSI,N/A,6 CT,12.0,12000012,120000128,1200001287,NOT Qualified,NOT Qualified,NOT Qualified,NOT Qualified,CAN,
7062,0012000012882,DOLE LIGHT LITE LIGHT ORANGE JUICE DRINK 1 CT 15.2 OZ ,TOTAL JUICE & DRINKS,SHELF STABLE J&D,PEPSICO INC,PCNA,000012,00001288,200001288,1200001288,0120000128,01200001288,00120000128,UPDIRI,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,DOLE LIGHT,DOLE,N/A,1 CT,15.20,12000012,120000128,1200001288,,,,,,
7063,0012000012903,DOLE LIGHT LITE LIGHT GRAPE JUICE DRINK 1 CT 15.2 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PEPSICO INC,PCNA,000012,00001290,200001290,1200001290,0120000129,01200001290,00120000129,IRI2018Update,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,DOLE LIGHT,DOLE,N/A,1 CT,15.20,12000012,120000129,1200001290,,,,,,
7064,0012000012912,DOLE LIGHT LITE LIGHT BERRY BLEND JUICE DRINK 1 CT 15.2 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PEPSICO INC,PCNA,000012,00001291,200001291,1200001291,0120000129,01200001291,00120000129,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,DOLE LIGHT,DOLE,N/A,1 CT,15.2,12000012,120000129,1200001291,NOT Qualified,NOT Qualified,NOT Qualified,NOT Qualified,PLASTIC BOTTLE,
7065,0012000012922,DOLE LIGHT CRANBERRY JUICE DRINK 1 CT 15.2 OZ ,TOTAL JUICE & DRINKS,SHELF STABLE J&D,PEPSICO INC,PCNA,000012,00001292,200001292,1200001292,0120000129,01200001292,00120000129,UPDIRI,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,DOLE LIGHT,DOLE,N/A,1 CT,15.20,12000012,120000129,1200001292,,,,,,
7066,0012000012942,MOUNTAIN DEW GAME FUEL SODA CHERRY CITRUS DEW CAN 1 CT 12 OZ ,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000012,00001294,200001294,1200001294,0120000129,01200001294,00120000129,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,MTN DEW GAME FUEL,MOUNTAIN DEW,N/A,1 CT,12.0,12000012,120000129,1200001294,Before 2013,Before 2013,Before 2013,Before 2013,CAN,
7067,0012000013042,DOLE RUBY RED GRAPEFRUIT JUICE 1 CT 15.2 OZ ,TOTAL JUICE & DRINKS,SHELF STABLE J&D,PEPSICO INC,PCNA,000013,00001304,200001304,1200001304,0120000130,01200001304,00120000130,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,DOLE,DOLE,N/A,1 CT,15.2,12000013,120000130,1200001304,NOT Qualified,NOT Qualified,Before 2013,Before 2013,PLASTIC BOTTLE,
7068,0012000013111,AQUAFINA NATURAL PURIFIED WATER PLSTC WRPD PLSTC BTL 32 CT 540.8 OZ ,BOTTLED WATER,REG UNFLAVORED NJSW (RUNJSW),PEPSICO INC,PCNA,000013,00001311,200001311,1200001311,0120000131,01200001311,00120000131,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,AQUAFINA BASE,AQUAFINA,N/A,32 CT,16.9,12000013,120000131,1200001311,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,LRB
7069,0012000013211,MANZANITA SOL SODA APPLE PLASTIC BOTTLE 1 CT 67.6 OZ ,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000013,00001321,200001321,1200001321,0120000132,01200001321,00120000132,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,MANZANITA SOL,MANZANITA SOL,N/A,1 CT,67.6,12000013,120000132,1200001321,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,LRB
7070,0012000013221,MANZANITA SOL SODA APPLE CAN IN FRIDGE PCK BX 12 CT 144 OZ ,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000013,00001322,200001322,1200001322,0120000132,01200001322,00120000132,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,MANZANITA SOL,MANZANITA SOL,N/A,12 CT,12.0,12000013,120000132,1200001322,Before 2013,Before 2013,Before 2013,Before 2013,CAN,LRB
7071,0012000013231,LIPTON LEMON PREPARED ICED TEA PLASTIC BOTTLE 1 CT 50.7 OZ ,TEA/COFFEE - READY-TO-DRINK,SHELF STABLE RTD TEA,PEPSICO INC,PCNA,000013,00001323,200001323,1200001323,0120000132,01200001323,00120000132,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,LIPTON ICED TEA,LIPTON,N/A,1 CT,50.7,12000013,120000132,1200001323,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
7072,0012000013241,LIPTON LEMON PREPARED ICED TEA PLASTIC BOTTLE 1 CT 50.7 OZ ,TEA/COFFEE - READY-TO-DRINK,SHELF STABLE RTD TEA,PEPSICO INC,PCNA,000013,00001324,200001324,1200001324,0120000132,01200001324,00120000132,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,LIPTON ICED TEA,LIPTON,N/A,1 CT,50.7,12000013,120000132,1200001324,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
7073,0012000013251,LIPTON GREEN TEA W/CITRUS PREPARED ICED TEA PLASTIC BOTTLE 1 CT 50.7 OZ ,TEA/COFFEE - READY-TO-DRINK,SHELF STABLE RTD TEA,PEPSICO INC,PCNA,000013,00001325,200001325,1200001325,0120000132,01200001325,00120000132,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,LIPTON ICED TEA,LIPTON,N/A,1 CT,50.7,12000013,120000132,1200001325,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
7074,0012000013261,LIPTON GREEN TEA W/CITRUS PREPARED ICED TEA PLASTIC BOTTLE 1 CT 50.7 OZ ,TEA/COFFEE - READY-TO-DRINK,SHELF STABLE RTD TEA,PEPSICO INC,PCNA,000013,00001326,200001326,1200001326,0120000132,01200001326,00120000132,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,LIPTON ICED TEA,LIPTON,N/A,1 CT,50.7,12000013,120000132,1200001326,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
7075,0012000013312,SIERRA MIST SODA LEMON LIME CAN IN BOX 15 CT 120 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000013,00001331,200001331,1200001331,0120000133,01200001331,00120000133,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,SIERRA MIST BASE,SIERRA MIST,N/A,15 CT,8.0,12000013,120000133,1200001331,NOT Qualified,NOT Qualified,Before 2013,Before 2013,CAN,
7076,0012000013391,TROPICANA ORANGEADE DRINK 1 CT 20 OZ ,TOTAL JUICE & DRINKS,SHELF STABLE J&D,PEPSICO INC,PCNA,000013,00001339,200001339,1200001339,0120000133,01200001339,00120000133,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,TROPICANA,TROPICANA,N/A,1 CT,20.0,12000013,120000133,1200001339,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
7077,0012000013405,TROPICANA ORANGEADE DRINK 1 CT 67.6 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PEPSICO INC,PCNA,000013,00001340,200001340,1200001340,0120000134,01200001340,00120000134,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,TROPICANA,TROPICANA,N/A,1 CT,67.6,12000013,120000134,1200001340,NOT Qualified,NOT Qualified,Before 2013,Before 2013,PLASTIC BOTTLE,
7078,0012000013411,TROPICANA ORANGEADE DRINK 6 CT 72 OZ - 0012000013411,TOTAL JUICE & DRINKS,SHELF STABLE J&D,PEPSICO INC,PCNA,000013,00001341,200001341,1200001341,0120000134,01200001341,00120000134,PChaturvedula,True,2016,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,TROPICANA,TROPICANA,,,,,,,,,,,,
7079,0012000013434,TROPICANA ORANGEADE DRINK 12 CT 144 OZ ,TOTAL JUICE & DRINKS,SHELF STABLE J&D,PEPSICO INC,PCNA,000013,00001343,200001343,1200001343,0120000134,01200001343,00120000134,UPDIRI,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,TROPICANA,TROPICANA,N/A,12 CT,12.00,12000013,120000134,1200001343,,,,,,
7080,0012000013441,TROPICANA ORANGEADE DRINK 12 CT 144 OZ ,CANNED JUICES - SS,SHELF STABLE J&D,PEPSICO INC,PCNA,000013,00001344,200001344,1200001344,0120000134,01200001344,00120000134,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,TROPICANA,TROPICANA,N/A,12 CT,12.0,12000013,120000134,1200001344,Wk - 03-03-13,2013,Before 2013,Before 2013,CAN,
7081,0012000013471,TROPICANA ORANGEADE DRINK 18 CT 144 OZ ,N/A,SHELF STABLE J&D,PEPSICO INC,PCNA,000013,00001347,200001347,1200001347,0120000134,01200001347,00120000134,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,TROPICANA,TROPICANA,N/A,18 CT,8.0,12000013,120000134,1200001347,NOT Qualified,NOT Qualified,Before 2013,Before 2013,CAN,
7082,0012000013481,TROPICANA ORANGEADE DRINK 6 CT 101.4 OZ ,TOTAL JUICE & DRINKS,SHELF STABLE J&D,PEPSICO INC,PCNA,000013,00001348,200001348,1200001348,0120000134,01200001348,00120000134,UPDIRI,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,TROPICANA,TROPICANA,N/A,6 CT,16.90,12000013,120000134,1200001348,,,,,,
7083,0012000013552,TROPICANA SUGAR FREE ORANGEADE DRINK 1 CT 20 OZ ,TOTAL JUICE & DRINKS,SHELF STABLE J&D,PEPSICO INC,PCNA,000013,00001355,200001355,1200001355,0120000135,01200001355,00120000135,UPDIRI,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,TROPICANA SUGAR FREE,TROPICANA,N/A,1 CT,20.00,12000013,120000135,1200001355,,,,,,
7084,0012000013561,TROPICANA SUGAR FREE ORANGEADE DRINK 1 CT 67.6 OZ ,TOTAL JUICE & DRINKS,SHELF STABLE J&D,PEPSICO INC,PCNA,000013,00001356,200001356,1200001356,0120000135,01200001356,00120000135,UPDIRI,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,TROPICANA SUGAR FREE,TROPICANA,N/A,1 CT,67.60,12000013,120000135,1200001356,,,,,,
7085,0012000013591,TROPICANA SUGAR FREE ORANGEADE DRINK 12 CT 144 OZ ,TOTAL JUICE & DRINKS,SHELF STABLE J&D,PEPSICO INC,PCNA,000013,00001359,200001359,1200001359,0120000135,01200001359,00120000135,UPDIRI,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,TROPICANA SUGAR FREE,TROPICANA,N/A,12 CT,12.00,12000013,120000135,1200001359,,,,,,
7086,0012000013602,TROPICANA ORANGEADE DRINK 12 CT 144 OZ ,TOTAL JUICE & DRINKS,SHELF STABLE J&D,PEPSICO INC,PCNA,000013,00001360,200001360,1200001360,0120000136,01200001360,00120000136,UPDIRI,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,TROPICANA,TROPICANA,N/A,12 CT,12.00,12000013,120000136,1200001360,,,,,,
7087,0012000013611,TROPICANA SUGAR FREE LITE ORANGEADE DRINK 12 CT 144 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PEPSICO INC,PCNA,000013,00001361,200001361,1200001361,0120000136,01200001361,00120000136,IRI2018Update,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,TROPICANA SUGAR FREE,TROPICANA,N/A,12 CT,12.00,12000013,120000136,1200001361,,,,,,
7088,0012000013631,TROPICANA SUGAR FREE LITE ORANGEADE DRINK 12 CT 202.8 OZ ,TOTAL JUICE & DRINKS,SHELF STABLE J&D,PEPSICO INC,PCNA,000013,00001363,200001363,1200001363,0120000136,01200001363,00120000136,UPDIRI,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,TROPICANA SUGAR FREE,TROPICANA,N/A,12 CT,16.90,12000013,120000136,1200001363,,,,,,
7089,0012000013642,TROPICANA SUGAR FREE FRUIT PUNCH DRINK 1 CT 20 OZ ,TOTAL JUICE & DRINKS,SHELF STABLE J&D,PEPSICO INC,PCNA,000013,00001364,200001364,1200001364,0120000136,01200001364,00120000136,UPDIRI,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,TROPICANA SUGAR FREE,TROPICANA,N/A,1 CT,20.00,12000013,120000136,1200001364,,,,,,
7090,0012000013651,TROPICANA SUGAR FREE FRUIT PUNCH DRINK 1 CT 67.6 OZ ,TOTAL JUICE & DRINKS,SHELF STABLE J&D,PEPSICO INC,PCNA,000013,00001365,200001365,1200001365,0120000136,01200001365,00120000136,UPDIRI,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,TROPICANA SUGAR FREE,TROPICANA,N/A,1 CT,67.60,12000013,120000136,1200001365,,,,,,
7091,0012000013811,MANZANITA SOL SODA APPLE PLASTIC BOTTLE 1 CT 20 OZ ,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000013,00001381,200001381,1200001381,0120000138,01200001381,00120000138,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,MANZANITA SOL,MANZANITA SOL,N/A,1 CT,20.0,12000013,120000138,1200001381,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,LRB
7092,0012000013841,LIPTON LEMON PREPARED ICED TEA PLASTIC BOTTLE 6 CT 16.9 OZ - 0012000013841,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000013,00001384,200001384,1200001384,0120000138,01200001384,00120000138,IRI2018Update,True,2016,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,LIPTON ICED TEA,LIPTON,,,,,,,,,,,,
7093,0012000013842,PEPSI SODA COLA CAN IN BOX 36 CT 432 OZ ,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000013,00001384,200001384,1200001384,0120000138,01200001384,00120000138,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PEPSI BASE,PEPSI,N/A,36 CT,12.0,12000013,120000138,1200001384,Wk - 10-12-14,2014,Before 2013,Before 2013,CAN,
7094,0012000013851,LIPTON DIET LEMON PREPARED ICED TEA PLASTIC BOTTLE 6 CT 16.9 OZ ,TEA/COFFEE - READY-TO-DRINK,SHELF STABLE RTD TEA,PEPSICO INC,PCNA,000013,00001385,200001385,1200001385,0120000138,01200001385,00120000138,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,LIPTON ICED TEA,LIPTON,N/A,6 CT,16.9,12000013,120000138,1200001385,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
7095,0012000013861,LIPTON GREEN TEA W/CITRUS PREPARED ICED TEA NR PLASTIC BOTTLE 6 CT 16.9 OZ - 0012000013861,TEA/COFFEE - READY-TO-DRINK,SHELF STABLE RTD TEA,PEPSICO INC,PCNA,000013,00001386,200001386,1200001386,0120000138,01200001386,00120000138,IRI2018Update,True,1,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,,,,,,,,,,,,,,
7096,0012000013862,LIPTON GREEN TEA W/CITRUS PREPARED ICED TEA PLSTC BL WRP IN PLST 6 CT 16.9 OZ ,TEA/COFFEE - READY-TO-DRINK,SHELF STABLE RTD TEA,PEPSICO INC,PCNA,000013,00001386,200001386,1200001386,0120000138,01200001386,00120000138,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,LIPTON ICED TEA,LIPTON,N/A,6 CT,16.9,12000013,120000138,1200001386,Wk - 10-12-14,2014,Before 2013,Before 2013,PLASTIC BOTTLE,
7097,0012000013871,LIPTON DIET GREEN TEA W/CITRUS PREPARED ICED TEA PLASTIC BOTTLE 6 CT 16.9 OZ - 0012000013871,TEA/COFFEE - READY-TO-DRINK,SHELF STABLE RTD TEA,PEPSICO INC,PCNA,000013,00001387,200001387,1200001387,0120000138,01200001387,00120000138,IRI2018Update,True,1,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,,,,,,,,,,,,,,
7098,0012000013872,LIPTON DIET GREEN TEA W/CITRUS PREPARED ICED TEA PLSTC BL WRP IN PLST 6 CT 16.9 OZ ,TEA/COFFEE - READY-TO-DRINK,SHELF STABLE RTD TEA,PEPSICO INC,PCNA,000013,00001387,200001387,1200001387,0120000138,01200001387,00120000138,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,LIPTON ICED TEA,LIPTON,N/A,6 CT,16.9,12000013,120000138,1200001387,Wk - 10-12-14,2014,Before 2013,Before 2013,PLASTIC BOTTLE,
7099,0012000013951,SUBURBAN SODA GINGER ALE PLASTIC BOTTLE 1 CT 67.6 OZ ,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000013,00001395,200001395,1200001395,0120000139,01200001395,00120000139,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,SUBURBAN,SUBURBAN,N/A,1 CT,67.6,12000013,120000139,1200001395,NOT Qualified,NOT Qualified,NOT Qualified,NOT Qualified,PLASTIC BOTTLE,
7100,0012000014051,MOUNTAIN DEW GAME FUEL SODA WILD FRUIT PUNCH PLASTIC BOTTLE 1 CT 20 OZ ,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001405,200001405,1200001405,0120000140,01200001405,00120000140,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,MTN DEW GAME FUEL,MOUNTAIN DEW,N/A,1 CT,20.0,12000014,120000140,1200001405,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
7101,0012000014072,MOUNTAIN DEW SODA DEW PLASTIC BOTTLE 24 CT 405.6 OZ ,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001407,200001407,1200001407,0120000140,01200001407,00120000140,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,MTN DEW BASE,MOUNTAIN DEW,N/A,24 CT,16.9,12000014,120000140,1200001407,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
7102,0012000014081,DIET PEPSI SODA COLA PLST BTL IN FRDG PCK 24 CT 405.6 OZ ,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001408,200001408,1200001408,0120000140,01200001408,00120000140,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PEPSI BASE,PEPSI,N/A,24 CT,16.9,12000014,120000140,1200001408,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
7103,0012000014091,PEPSI SODA COLA PLASTIC BOTTLE IN BX 24 CT 405.6 OZ ,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001409,200001409,1200001409,0120000140,01200001409,00120000140,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PEPSI BASE,PEPSI,N/A,24 CT,16.9,12000014,120000140,1200001409,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
