ASINMasterId,ASIN,Product_Description
916,B00IEVT5MQ,"Diet Mountain Dew, 7.5 Fl Oz Mini Cans, 24 Pack"
917,B00IHVHLYM,"Starbucks Refreshers, 3 Flavor Variety Pack, 12 Ounce Slim Cans, 12 Pack"
918,B00IHVHM4Q,"Starbucks Doubleshot, Espresso + Cream Light, 6.5 Ounce, (Pack of 12)"
919,B00IP6XMTC,"Lay's Stax Salt & Vinegar Flavored Potato Crisps, 5.5 Ounce Canister (Pack of 11)"
920,B00IP6XNKA,"Lay's Stax Original Potato Crisps, 5.75 Ounce Canister (Pack of 11)"
921,B00IP6XNNC,"Lay's Stax Mesquite Barbecue Flavored Potato Crisps, 5.5 Ounce Canister (Pack of 11)"
922,B00IP6XO2W,"Lay's Stax Cheddar Flavored Potato Crisps, 5.5 Ounce Canister (Pack of 11)"
923,B00IP6XU7G,"Lay's Stax Sour Cream & Onion Flavored Potato Crisps, 5.5 Ounce Canister (Pack of 11)"
924,B00IXJ1KFO,"Quaker Popped Rice Crisp Snacks, Gluten Free, Cheddar Cheese, 6.06oz Bags (Pack of 6 Bags)"
925,B00IXJ1KJU,"Quaker Popped Rice Crisp Snacks, Gluten Free, Apple Cinnamon, 7.04oz Bags (Pack of 6 Bags)"
926,B00IXJ1KLI,"Quaker Quakes Rice Snacks, Sweet Chili, 6.06 Ounce (Pack of 6)"
927,B00IXJ1LAI,"Quaker Popped Rice Crisp Snacks, Gluten Free, Sea Salt & Cracked Pepper, 6.06oz Bags (Pack of 6 Bags)"
928,B00IXJ1LH6,"Quaker Popped Rice Crisp Snacks, Gluten Free, Chocolate, 7.04oz Large Bag (Pack of 6 Bags)"
929,B00IXJ1QB2,"Quaker Popped Rice Crisp Snacks, Gluten Free, Caramel Corn, 7.04oz Bags (Pack of 6 Bags)"
930,B00IXJ1RRA,"Quaker Popped Rice Crisp Snacks, Gluten Free, Creamy Ranch, 6.06oz Bags (Pack of 6 Bags)"
931,B00J0B2L2K,Life Maple and Brown Sugar Multigrain Breakfast Cereal
932,B00J2L9RS4,"Quaker Chewy Granola Bar, Chocolate Chip, 8 Count"
933,B00J2L9T5A,"Quaker Instant Oatmeal Variety Pack, Lower Sugar, 10 Count"
934,B00J2L9VCG,"Quaker Instant Oatmeal Weight Control, Variety Pack, Breakfast Cereal, 8 Packets"
935,B00J2L9YIM,"Quaker Instant Oatmeal, Peaches & Cream, Breakfast Cereal, 10 Packets"
936,B00J2LA01W,"Quaker Instant Oatmeal, Raisin & Spice, Breakfast Cereal, 10 Packets"
937,B00J2LA1RU,"Quaker Instant Oatmeal Weight Control, Maple Brown Sugar, Breakfast Cereal, 8 Packets"
938,B00J2LA3D2,"Quaker Oatmeal To Go Breakfast Bar, Brown Sugar Cinnamon, 6 Count"
939,B00J2MKNP4,"Quaker Instant Oatmeal, Dinosaur Eggs and Brown Sugar, Breakfast Cereal, 8 Packets"
940,B00J2MKPTS,"Quaker Oats, Old Fashioned, 18 Oz"
941,B00J50PXBM,"Quaker Instant Oatmeal, Original, Breakfast Cereal, 12 Packets"
942,B00J50PZN8,"Quaker Instant Oatmeal, Strawberry & Cream, Breakfast Cereal, 10 Packets"
943,B00J51R6G6,"Quaker Instant Oatmeal Fruit & Cream, 10 Count"
944,B00JCWHJQK,"Lipton Peach Iced Tea, 12 ct"
945,B00JPY33RY,"IZZE Sparkling Juice 2 Flavor Variety Pack, 12 oz Glass Bottles, 12 Count"
946,B00KC0LSX6,"O.N.E. Coconut Water Splash, Vanilla Chai, 202.8 Ounce"
947,B00KJB1022,"Quaker Instant Oatmeal Fruit and Cream Variety Pack, Breakfast Cereal, 8 Packets Per Box (Pack of 12 Boxes)"
948,B00KNOGX8G,"Pepsi Made with Real Sugar, Wild Cherry, 7.5 Fl Oz Mini Cans, 24 Pack"
949,B00KNOGXWC,"Pepsi Made with Real Sugar, 7.5 Fl Oz Mini Cans, 24 Pack"
950,B00KXFU0D4,"Brisk Iced Tea, Lemon, 24 oz"
951,B00L21XA7Q,"O.N.E. 100% Pure Coconut Water, 11.2 oz. containers (24 Pack)"
952,B00L5FXRZ4,"Quaker Real Medleys Cereal, Peach Apple Walnut, Multigrain Fruit and Nut Breakfast Cereal, 15.5oz Boxes (Pack of 12 Boxes)"
953,B00L5FXSBW,"Quaker Real Medleys Cereal, Cherry Almond Pecan, Multigrain Fruit and Nut Breakfast Cereal, 17oz Boxes (Pack of 12 Boxes)"
954,B00L5FY08W,"Rice a Roni Cups, Cheddar Broccoli, Individual Cup 2.11 Ounce (Pack of 12 )"
955,B00L5FY0HS,"Rice a Roni Cups, Creamy Four Cheese, Individual Cup (Pack of 12 Cups)"
956,B00L5FY0TG,"Rice a Roni Cups, Chicken, Individual Cup, 1.97 Ounce (Pack of 12)"
957,B00L5FY6OK,"Quaker Popped Snack, Butter Popcorn, 3.03 Ounce (Pack of 12)"
958,B00LK1HJU2,"Quaker Instant Oatmeal, Protein Cranberry Almond, 2.18 Ounce, 6 Count"
959,B00M3TXVV6,"Cheetos Halloween Treat Sack, 26 count (.65 ounce)"
960,B00MIWSNMU,"Starbucks Refresher, Blueberry Acai, 4 ct"
961,B00MODGQGI,"Stacy's Pita Chips, Italian Herb, 7.3 Ounce (Pack of 6)"
962,B00MODGWHQ,"Stacy's Pita Chips, Garden Veggie Medley, 7.3 Ounce (Pack of 6)"
963,B00MODGWR6,"Stacy's Multigrain Pita Chips, 18 Ounce (Pack of 6)"
964,B00MODGX3E,"Stacy's Simply Naked Pita Crisps, 6.7 Ounce (Pack of 8)"
965,B00MODGXKM,"Stacy's Garden Veggie Medley Flavored Pita Chips, 7.3 Ounce (Pack of 12)"
966,B00MODGXMK,"Stacy's Pita Chips, Italian Harvest, 7.3 Ounce (Pack of 12)"
967,B00MODH2TS,"Stacy's Honey Dijon Flavored Pretzel Thins, 7 Ounce (Pack of 8)"
968,B00MODH33S,"Stacy's Garlic & Herb Flavored Pita Crisps, 6.7 Ounce (Pack of 8)"
969,B00MODH39C,"Stacy's 5 Cheese Flavored Pita Crisps, 6.7 Ounce (Pack of 8)"
970,B00MODH3HY,"Stacy's Simply Naked Pretzel Thins, 7 Ounce (Pack of 8)"
971,B00MZHIAY4,"Cracker Jack'D Hearty Snack Mix, Cheddar BBQ, 3 oz"
972,B00N0WZSOS,"Santitas White Corn Tortilla Chips, 11 Ounce"
973,B00N0WZYS8,"Chester's Cheese Flavored Puff Corn, 4.5 Ounce"
974,B00N0X03Y2,"Ruffles Reduced Fat Potato Chips, 8.5 Ounce"
975,B00N0X09NW,"Tostitos Tortilla Chips, Multigrain Scoops, 10 Ounce"
976,B00N0X0GLM,"Rold Gold Sticks Pretzels, 16 Ounce"
977,B00N0X0OFA,"Lay's Kettle Cooked Mesquite Potato Chips, BBQ, 8.5 Ounce"
978,B00N0X0TF0,"Smartfood Popcorn, White Cheddar Cheese, 9 oz"
979,B00N0X0XP6,"Frito-Lay Smart Mix Variety Sack, 18 oz"
980,B00N0X125Q,"Tostitos Cantina Traditional Tortilla Chips, 12 Ounce"
981,B00N0X17KG,"SunChips Harvest Cheddar Flavored Multigrain Snacks, 7 Ounce"
982,B00N0X1CBA,"Doritos Jacked Ranch Dipped Hot Wings, 10 oz"
983,B00N0X1GUC,"Lay's Wavy Potato Chips, Roasted Garlic and Sea Salt, 9.5 Ounce"
984,B00N0X1LX4,"Lay's Potato Chips, Cheesy Garlic Bread, 9.5 Ounce"
985,B00N0X1QQQ,"Cheetos Party Size Crunchy, 18.5 Ounce"
986,B00N0X1VIE,"Fritos Corn Chips, Party Size Scoops, 19 Ounce"
987,B00N0X2174,"Doritos Tortilla Chips, Spicy Sweet Chili, 11 Ounce"
988,B00N0X27XM,"Ruffles Sour Cream & Onion Flavored Potato Chips, 8.5 Ounce"
989,B00N0X2CDC,"Lay's Potato Chip, Cheddar and Sour Cream, 9.5 Ounce"
990,B00N0X2NHM,"Lay's Potato Chip, Honey BBQ, 9.5 Ounce"
991,B00N0X2SWC,"Cheetos, Crunchy Cheese Snacks, 9 oz"
992,B00N4LU1Z6,"Cheetos Cheese Snacks, Flamin Hot, 105 Ounce (Pack of 28)"
993,B00N4LU68S,"Cheetos Cheese Snacks, Crunchy, 105 Ounce (Pack of 28)"
994,B00N4LUVQA,"Frito Lay Honey Roasted Nuts, 131.52 Ounce (Pack of 96)"
995,B00N4LUZES,"Frito Lay Sunflower Seeds, Regular, 112.2 Ounce (Pack of 60)"
996,B00N4LUZRA,"Frito Lay Bean Dip, 216 Ounce (Pack of 24)"
997,B00N9525BU,"GATORADE Protein Recover Shake, Chocolate, 11.6 Ounce (Pack of 4)"
998,B00N952MUO,"GATORADE Protein Recover Shake, Vanilla, 11.16 Ounce (Pack of 4)"
999,B00N952UCY,"Gatorade Thirst Quencher, Lemon Lime, 12 Ounce (Pack of 6)"
